CookerStat, GenerateAssetRegistry=0.074714, Initialize=0.364065, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdFE1A185B0A438C9D9BFB7297DE167385_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E08B3B244415057E30C8B7B1C0E75BF4_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.02-10.20.03, Duration=1424.641113, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E08B3B244415057E30C8B7B1C0E75__AED117DFC8B0BA66A2EF5066CC9250BCCCE6E282, StartTime=2016.05.02-10.20.05, HierarchicalDDC=, DataSize=8388873, Duration=60.735222, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId1F6468715F4B722BF7841CACE7A7F7E0_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__92C9FA4D26BECFFE18DA9627374D1F309791A760, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=16777481, Duration=244.094940, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__1EA120977D9AEE1DA6CA96C4CFD83F89A1B7DF06, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=4194569, Duration=11.349503, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__3778998ED1AD90260B97AC484177B2747DCAA291, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=1048841, Duration=2.694603, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__F62FE671BA832B62E6541FE96EAD34E436E68829, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=262407, Duration=2.026886, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__E6EA6C86704A4D8AEFCED4D1750F175123AC0CFD, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=65799, Duration=0.729352, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__C7366BDE610CE1BBC172A67ED34B934756D9CF31, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=16647, Duration=0.570536, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3FD4FA954E73D2FE1A29D4A2D637D__ECBE8431070AAA4B278DDDEDECE5C8626F155E56, StartTime=2016.05.02-10.20.07, HierarchicalDDC=, DataSize=7790, Duration=0.815619, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
MaterialTransactionIdD2D662FDF04E5E5AEA143184CBE1F26C_3, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_EARLYZ336243C6748B8127E6BBFFF9E0491DEEA_Num_SM4__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C76327422420000000005880004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443430000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000A4F6F016611B263AD11FBBC5069A8C083B2396E50000000000000000000000000000000000000000, ShaderCompilation=28690.230469, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdFE1A185B0A438C9D9BFB7297DE167385_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101ACF22_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.02-10.20.08, Duration=1429.411987, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__50B3329F54547BC912443B8EDDEFAFC4A67751D5, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=8388873, Duration=446.956909, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__B99C696D1CC5481819F27AE97345883C35921822, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=2097417, Duration=70.170502, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId1F6468715F4B722BF7841CACE7A7F7E0_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__1E8E72BE2EC954416AF8D9004F1761F8EC21989C, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=524553, Duration=67.506874, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
MaterialTransactionIdD2D662FDF04E5E5AEA143184CBE1F26C_4, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_EARLYZ3CADCD5624985E84E85A5BB8E09F6FBEF_Num_SM4__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C76327422420000000005880004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443430000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000FF18F0648EAC3B3FACB603EAD4C926FBCAC9A8B00000000000000000000000000000000000000000, ShaderCompilation=31789.861328, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__032CCBBAF2E8F640B3FBDA4ABB9C2FD438CF89CA, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=131335, Duration=0.844929, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId1F6468715F4B722BF7841CACE7A7F7E0_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__9541A2CD6A6CC31FF10DDCFB4B85A55D7742FD90, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=33031, Duration=0.629794, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__C96786A3874A5A6B8827BAD3F9691659198DB2DC, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=8455, Duration=0.624157, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId1F6468715F4B722BF7841CACE7A7F7E0_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F45F7DFF419B514A0E3A34BB101AC__B6881429AF7E2F1E9F06E82705CFB20C7A72BEF3, StartTime=2016.05.02-10.20.09, HierarchicalDDC=, DataSize=5046, Duration=0.663888, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
MaterialTransactionIdD2D662FDF04E5E5AEA143184CBE1F26C_5, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_EARLYZ340362DC54E9A4B9E0D137397C37D8844_Num_SM4__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eF9F0C427BF4B0ACA87E3007924F7ED5C24AB50E31614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eF9F0C427BF4B0ACA87E3007924F7ED5C24AB50E31664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eF9F0C427BF4B0ACA87E3007924F7ED5C24AB50E31614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eF9F0C427BF4B0ACA87E3007924F7ED5C24AB50E31664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FParticleSpriteVertexFactory191D0DD56BB68097179B479AD96CD5C794634F5F52222020000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FGPUSpriteVertexFactory6794AD779EC7974863A0E287F4B37138469F3EB82122222222222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C763274224200000000065100040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444444044444444444414141414241440323454424444444440444444444444444414141424040000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C0000000C0000000D00000082BE95D6C6F24E88A4372CD348F5E15B46BC235A0000000000000000000000000000000000000000, ShaderCompilation=30457.208984, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_9, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__C07A812E5D194CE96B8617FDD0432C0123BFD901, StartTime=2016.05.02-10.20.32, HierarchicalDDC=, DataSize=701791, Duration=5.609099, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_5, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__EE065E4B378BE6A2F1D4A1FFEC4E101DCFAB5BE4, StartTime=2016.05.02-10.20.32, HierarchicalDDC=, DataSize=701791, Duration=1.970004, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId1F6468715F4B722BF7841CACE7A7F7E0_7, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__E85BD628224876BA37FC7ADE6790D5BF300EE294, StartTime=2016.05.02-10.20.32, HierarchicalDDC=, DataSize=704562, Duration=1.920637, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_10, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__60CD25E3307AECBAA131A2EE0E848702D588697B, StartTime=2016.05.02-10.20.36, HierarchicalDDC=, DataSize=702571, Duration=2.290819, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_11, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__57AC562509187C835272A63947FDE2311E724C4D, StartTime=2016.05.02-10.20.55, HierarchicalDDC=, DataSize=704618, Duration=2.311334, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_12, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_GLSL_150_MAC_3900__BC5N_DEV_SL_NoDBuf_E__BA66C37399EE9EF651692E5BD5B0305F24D8F2CD, StartTime=2016.05.02-10.20.55, HierarchicalDDC=, DataSize=486310, Duration=1.634594, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionId0AA431014B48AEA4EFE77193A956411C_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DE0C47794C05F938923D69B1CA3FE42E__1_0_13123_0, StartTime=2016.05.02-10.21.10, HierarchicalDDC=, DataSize=2771, Duration=1.031410, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdFE1A185B0A438C9D9BFB7297DE167385_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_839F6E0447801E5CDF818B924E83A839_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.02-10.21.10, Duration=50.106892, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
DDCTransactionIdC4809EA03841E2C02FCB628E8E1064C9_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_839F6E0447801E5CDF818B924E83A__367E8C4E8C3D1E08D651D3364E3DBBBFEB84F37E, StartTime=2016.05.02-10.21.10, HierarchicalDDC=, DataSize=262407, Duration=1.077730, RunGuid=RunID43E5862A3A438B9CBF7D7486E4CDBEFB
